Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Pronghorn,observed animal,,Less than 10,1,,0,,0,1876,summer,September,0,"Switzer, M.A.",masw,1876,First Hand,regional,,rancher,Non to Official,M,"continued up Madison River, 2 more miles, beyond Moose Creek",,"M.A. Switzer, Charley, John, Chub, Burt, Greeley, Cole",7,,"Madison River, Upper Geyser Basin, Mammoth HS",1876,September,13,1876,October,1,0,Switzer 1876,1,"Switzer, M.A.",1876,,,,,
,,,,0,,1,withdrew ten days rations,0,1877,summer,August,18,"Fisher, SG",sgfi,1877,First Hand,regional,,military personnel,Official,M,Fort Hall,,"Fisher, Rainey, Mann, Starts",,chasing Nez Perce,,1877,August,18,1877,September,22,1,Fisher 1877,1,"Fisher, S.G.",1877,,,,,
,,,,0,,1,chub eaten without ceremony,0,1876,summer,September,13,"Switzer, M.A.",masw,1876,First Hand,regional,,rancher,Non to Official,M,"on Madison River, near Moose Creek",,"M.A. Switzer, Charley, John, Chub, Burt, Greeley, Cole",7,,"Madison River, Upper Geyser Basin, Mammoth HS",1876,September,13,1876,October,1,0,Switzer 1876,1,"Switzer, M.A.",1876,,,,,
,,,,0,,1,ate ham,0,1880,summer,September,0,"Lott, Mrs. M.H.",mhlo,1880,First Hand,regional,,unknown,Non to Official,M,Madison Valley,just other side of Wolf Creek,Mrs MH Lott,,,,1880,September,0,1880,September,0,0,Lott 1880,1,"Lott, Mrs. M.H.",1880,,,,,
Pronghorn,observed animal,disturbed many,100 to 500,1,,0,,0,1864,summer,August,0,"Cooper, Walter",waco,"1864, 1874, 1881",First Hand,resident,,businessman,Non to Official,M,Gallatin Valley,,Walter Cooper,,moving to Gallatin Valley,Gallatin Valley,1864,August,0,1864,August,0,0,Cooper 1920,2,"Cooper, Walter",1920,,,,,
"Deer, unspecified",observed animal,disturbed many,100 to 500,1,,0,,0,1864,summer,August,0,"Cooper, Walter",waco,"1864, 1874, 1881",First Hand,resident,,businessman,Non to Official,M,Gallatin Valley,,Walter Cooper,,moving to Gallatin Valley,Gallatin Valley,1864,August,0,1864,August,0,0,Cooper 1920,2,"Cooper, Walter",1920,,,,,
,,,,0,no game,0,,0,1866,winter,January,11,"Hackney, John S.",joha,"1864, 1865, 1866",First Hand,resident,,prospector,Non to Official,M,Emigrant Gulch area,,"John Hackney, Bill, Will Hackney, George Travis, Stewart, Hubble, Seward",,prospecting,Yellowstone City,1866,January,0,1866,October,0,0,Hackney 1866,2,"Hackney, John S.",1866,,,,,
Elk,observed animal,hundreds,100 to 500,1,,0,,0,1870,summer,,0,"Gourley, James A.",jago,1870,First Hand,resident,,prospector,Non to Official,M,crossing divide to a creek that runs into Lamar River,started from creek south of Pilot to Index,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Gourley 1929,2,"Gourley, James A.",1929,,,,,
Elk,observed animal,thousands grazing,More than 500,1,,0,,0,1870,summer,,0,"Miller, Adam ""Horn""",admi,1870,Third Hand,resident,,prospector,Non to Official,M,near Clarks Fork and approaching Pilot to Index Peak,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Lockhart 1923,2,"Lockhart, Caroline",1932,,,,,
Elk,observed animal,ran them across tracks,Less than 10,1,,0,,1,1870,summer,,0,"Miller, Adam ""Horn""",admi,1870,Third Hand,resident,,prospector,Non to Official,M,near Clarks Fork and approaching Pilot to Index Peak,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Lockhart 1923,2,"Lockhart, Caroline",1932,,,,,
Bighorn Sheep,assumption,hunt,Unknown,1,,0,,0,1870,summer,,0,"Miller, Adam ""Horn""",admi,1870,Third Hand,resident,,prospector,Non to Official,M,Cache Creek,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Lockhart 1923,2,"Lockhart, Caroline",1932,,,,,
Coyote,observed animal,digging up bones,1,1,,0,,0,1870,summer,,0,"Miller, Adam ""Horn""",admi,1870,Third Hand,resident,,prospector,Non to Official,M,"~2 miles above bridge on road to Cooke City, on rise, 50 ft from Crandell Creek",,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Lockhart 1923,2,"Lockhart, Caroline",1932,,,,,
Coyote,observed sign,digging up bones,1,1,,0,,0,1870,summer,,0,"Miller, Adam ""Horn""",admi,1870,Third Hand,resident,,prospector,Non to Official,M,Crandall Creek,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Lockhart 1923,2,"Lockhart, Caroline",1932,,,,,
Rabbit,attempted to kill,jack,1,1,,0,,0,1872,summer,July,22,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,on the way to Bottler's Ranch,from Fort Ellis,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,2,"Peale, A.C.",1872,,,,,
Unknown,described parts,game meat,,1,,0,,0,1872,summer,July,0,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,arrived at Bottler's Ranch,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,2,"Peale, A.C.",1872,,,,,
Pronghorn,observed animal,herd of 30,30 to 100,1,,0,,0,1872,summer,July,0,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,on the way to Bottler's Ranch,from Fort Ellis,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,2,"Peale, A.C.",1872,,,,,
Pronghorn,observed animal,one,Less than 10,1,,0,,0,1872,summer,July,0,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,on the way to Bottler's Ranch,from Fort Ellis,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,2,"Peale, A.C.",1872,,,,,
Unknown,assumption,hunters and trappers,,1,,0,,0,1872,summer,August,22,"Gray, T. B.",tbgr,1872,First Hand,resident,,scientist,Official,M,Gallatin Canyon,,TB Gray,,survey route through Gallatin Canyon,Gallatin Canyon,1872,,0,1872,,0,0,Gray 1872,2,"Gray, T.B.",1872,,,,,
Unknown,general observation,abundance,,1,,0,,0,1872,summer,August,22,"Gray, T. B.",tbgr,1872,First Hand,resident,,scientist,Official,M,Gallatin Canyon,,TB Gray,,survey route through Gallatin Canyon,Gallatin Canyon,1872,,0,1872,,0,0,Gray 1872,2,"Gray, T.B.",1872,,,,,
Moose,general observation,full,More than 500,1,,0,,0,1872,summer,August,22,"Gray, T. B.",tbgr,1872,First Hand,resident,,scientist,Official,M,Gallatin Canyon,,TB Gray,,survey route through Gallatin Canyon,Gallatin Canyon,1872,,0,1872,,0,0,Gray 1872,2,"Gray, T.B.",1872,,,,,
Elk,general observation,full,More than 500,1,,0,,0,1872,summer,August,22,"Gray, T. B.",tbgr,1872,First Hand,resident,,scientist,Official,M,Gallatin Canyon,,TB Gray,,survey route through Gallatin Canyon,Gallatin Canyon,1872,,0,1872,,0,0,Gray 1872,2,"Gray, T.B.",1872,,,,,
"Deer, unspecified",general observation,full,More than 500,1,,0,,0,1872,summer,August,22,"Gray, T. B.",tbgr,1872,First Hand,resident,,scientist,Official,M,Gallatin Canyon,,TB Gray,,survey route through Gallatin Canyon,Gallatin Canyon,1872,,0,1872,,0,0,Gray 1872,2,"Gray, T.B.",1872,,,,,
"Bear, unspecified",general observation,full,More than 10,1,,0,,0,1872,summer,August,22,"Gray, T. B.",tbgr,1872,First Hand,resident,,scientist,Official,M,Gallatin Canyon,,TB Gray,,survey route through Gallatin Canyon,Gallatin Canyon,1872,,0,1872,,0,0,Gray 1872,2,"Gray, T.B.",1872,,,,,
Unknown,general observation,full of other game,,1,,0,,0,1872,summer,August,22,"Gray, T. B.",tbgr,1872,First Hand,resident,,scientist,Official,M,Gallatin Canyon,,TB Gray,,survey route through Gallatin Canyon,Gallatin Canyon,1872,,0,1872,,0,0,Gray 1872,2,"Gray, T.B.",1872,,,,,
Unknown,assumption,several hunting parties,,1,,0,,0,1872,winter,December,10,N.V.S.,nvs,1872,First Hand,resident,,unknown,Non to Official,M,Schaffer's Ranch,3 miles from Bottler's Ranch,Capt George Tiscum,,hunting,,1872,,0,1872,December,0,0,N.V.S. 1872,2,N.V.S.,1872,,,,,
Elk,described parts,butchered a large number,30 to 100,1,,0,,0,1872,winter,December,10,N.V.S.,nvs,1872,First Hand,resident,,unknown,Non to Official,M,Schaffer's Ranch,3 miles from Bottler's Ranch,Capt George Tiscum,,hunting,,1872,,0,1872,December,0,0,N.V.S. 1872,2,N.V.S.,1872,,,,,
"Deer, unspecified",described parts,butchered a large number,30 to 100,1,,0,,0,1872,winter,December,10,N.V.S.,nvs,1872,First Hand,resident,,unknown,Non to Official,M,Schaffer's Ranch,3 miles from Bottler's Ranch,Capt George Tiscum,,hunting,,1872,,0,1872,December,0,0,N.V.S. 1872,2,N.V.S.,1872,,,,,
Elk,described parts,meat,Less than 10,1,,0,,0,1872,winter,December,10,N.V.S.,nvs,1872,First Hand,resident,,unknown,Non to Official,M,Schaffer's Ranch,3 miles from Bottler's Ranch,Gen George Huston,,hunting,,1872,,0,1872,December,0,0,N.V.S. 1872,2,N.V.S.,1872,,,,,
"Deer, unspecified",described parts,meat,Less than 10,1,,0,,0,1872,winter,December,10,N.V.S.,nvs,1872,First Hand,resident,,unknown,Non to Official,M,Schaffer's Ranch,3 miles from Bottler's Ranch,Gen George Huston,,hunting,,1872,,0,1872,December,0,0,N.V.S. 1872,2,N.V.S.,1872,,,,,
Bighorn Sheep,described parts,meat,Less than 10,1,,0,,0,1872,winter,December,10,N.V.S.,nvs,1872,First Hand,resident,,unknown,Non to Official,M,Schaffer's Ranch,3 miles from Bottler's Ranch,Gen George Huston,,hunting,,1872,,0,1872,December,0,0,N.V.S. 1872,2,N.V.S.,1872,,,,,
Bison,described parts,meat,Less than 10,1,,0,,0,1872,winter,December,10,N.V.S.,nvs,1872,First Hand,resident,,unknown,Non to Official,M,Schaffer's Ranch,3 miles from Bottler's Ranch,Gen George Huston,,hunting,,1872,,0,1872,December,0,0,N.V.S. 1872,2,N.V.S.,1872,,,,,
Unknown,described parts,meat house,,1,,0,,0,1873,winter,March,14,Unknown Observer 008,u008,1873,Unknown,,,unknown,,,Mammoth Hot Springs,near McCartney's Hotel,James McCartney,,,,1873,,0,1873,,0,0,Avant Courier 1873,2,,1873,,,,,
Elk,described parts,meat,Less than 10,1,,0,,0,1873,winter,March,14,Unknown Observer 008,u008,1873,Unknown,,,unknown,,,Mammoth Hot Springs,near McCartney's Hotel,James McCartney,,,,1873,,0,1873,,0,0,Avant Courier 1873,2,,1873,,,,,
"Deer, unspecified",described parts,meat,Less than 10,1,,0,,0,1873,winter,March,14,Unknown Observer 008,u008,1873,Unknown,,,unknown,,,Mammoth Hot Springs,near McCartney's Hotel,James McCartney,,,,1873,,0,1873,,0,0,Avant Courier 1873,2,,1873,,,,,
Bighorn Sheep,described parts,meat,Less than 10,1,,0,,0,1873,winter,March,14,Unknown Observer 008,u008,1873,Unknown,,,unknown,,,Mammoth Hot Springs,near McCartney's Hotel,James McCartney,,,,1873,,0,1873,,0,0,Avant Courier 1873,2,,1873,,,,,
"Deer, unspecified",described parts,venison,Less than 10,1,,0,,0,1873,winter,March,14,Unknown Observer 008,u008,1873,Unknown,,,unknown,,,Mammoth Hot Springs,near McCartney's Hotel,James McCartney,,,,1873,,0,1873,,0,0,Avant Courier 1873,2,,1873,,,,,
"Bear, unspecified",killed animal,,1,1,,0,,0,1873,winter,March,14,Unknown Observer 008,u008,1873,Unknown,,,unknown,,,Mammoth Hot Springs,near McCartney's Hotel,James McCartney,,,,1873,,0,1873,,0,0,Avant Courier 1873,2,,1873,,,,,
"Bear, unspecified",described parts,skin,1,1,,0,,0,1873,winter,March,14,Unknown Observer 008,u008,1873,Unknown,,,unknown,,,Mammoth Hot Springs,near McCartney's Hotel,James McCartney,,,,1873,,0,1873,,0,0,Avant Courier 1873,2,,1873,,,,,
Elk,killed animal,bull,Less than 10,1,,0,,0,1875,spring,May,17,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up South Fork 12 miles,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,2,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Elk,described parts,dressed and hung carcass,Less than 10,1,,0,,0,1875,spring,May,17,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up South Fork 12 miles,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,2,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Elk,described parts,meat,Less than 10,1,,0,,0,1875,spring,May,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,South Fork,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,2,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Elk,described parts,skin,Less than 10,1,,0,,0,1875,spring,May,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,South Fork,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,2,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Marmot,observed animal,,1,1,,0,,0,1875,spring,May,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,about a mile further on,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,2,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Elk,described parts,meat,Less than 10,1,,0,,0,1875,spring,May,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,Mr Lyon's,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,2,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Grizzly Bear,observed animal,,1,1,,0,,0,1876,fall,October,29,"Server, Sergeant",sese,1876,First Hand,resident,,military personnel,Official,M,divide between Yellowstone Lake and Heart Lake,near Riddle Lake,"Lt. Gustavus Doane, Sgt. Fred Server, Pvt. Osborn, Applegate, Starr, Ward, Warren, Davis, White",8,"through park, boat down Snake from source",,1876,October,11,1877,January,4,0,Server 1876,2,"Server, Sergeant",1876,,,,,
Elk,observed animal,herd,30 to 100,1,,0,,0,1876,fall,October,29,"Server, Sergeant",sese,1876,First Hand,resident,,military personnel,Official,M,divide between Yellowstone Lake and Heart Lake,near Riddle Lake,"Lt. Gustavus Doane, Sgt. Fred Server, Pvt. Osborn, Applegate, Starr, Ward, Warren, Davis, White",8,"through park, boat down Snake from source",,1876,October,11,1877,January,4,0,Server 1876,2,"Server, Sergeant",1876,,,,,
Unknown,general observation,one of the finest game ranges in the mountains,,1,,0,,0,1876,summer,September,15,"Switzer, M.A.",masw,1876,First Hand,regional,,rancher,Non to Official,M,Targhee Pass to Upper Madison drainage,,"M.A. Switzer, Charley, John, Chub, Burt, Greeley, Cole",7,,"Madison River, Upper Geyser Basin, Mammoth HS",1876,September,13,1876,October,1,0,Switzer 1876,2,"Switzer, M.A.",1876,,,,,
Pronghorn,observed animal,,Less than 10,1,,0,,0,1876,summer,September,15,"Switzer, M.A.",masw,1876,First Hand,regional,,rancher,Non to Official,M,Targhee Pass to Upper Madison drainage,,"M.A. Switzer, Charley, John, Chub, Burt, Greeley, Cole",7,,"Madison River, Upper Geyser Basin, Mammoth HS",1876,September,13,1876,October,1,0,Switzer 1876,2,"Switzer, M.A.",1876,,,,,
Mule Deer,observed animal,two bucks,Less than 10,1,,0,,0,1878,summer,July,27,"Mushbach, Joseph E.",jomu,1878,First Hand,continental,,scientist,Official,M,three miles above Slate Creek,east of present Fontenelle Resevoir,"Hayden, Peale, Comstock, Gannett, Holmes, Jackson, Mushbach, Cooper, West, Graves, Clarke, Eckles, Yount, Amelung, Miles",30,USGGS survey,,1878,July,27,1878,October,15,0,Mushbach 1878,2,"Mushbach, Joseph E.",1878,,,,,
Unknown,observed animal,plenty of large game,,1,,0,,0,1879,,,0,"Reeves, Rolling",rore,1879,First Hand,continental,,civilian official,Official,M,Fort Ellis,,"Reeves, McGary, Dame, Kelly",16,,survey Northern WY boundary,1879,,0,1879,,0,0,Reeves 1879,2,"Reeves, Rolling I.",1879,,,,,
,,,,0,,1,"bountiful supply of food, none to spare",0,1879,,,0,"Reeves, Rolling",rore,1879,First Hand,continental,,civilian official,Official,M,Fort Ellis,,"Reeves, McGary, Dame, Kelly",16,,survey Northern WY boundary,1879,,0,1879,,0,0,Reeves 1879,2,"Reeves, Rolling I.",1879,,,,,
Beaver,observed sign,dam,2,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,YNP,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
Elk,observed animal,,Less than 10,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
Pronghorn,observed animal,,Less than 10,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
Mule Deer,observed animal,,Less than 10,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
White to tailed Deer,observed animal,,Less than 10,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
"Bear, unspecified",observed animal,,1,1,,0,,0,1879,,,0,"Marshall, William",wima,"1877, 1878, 1879",First Hand,resident,,businessman,Non to Official,M,Yellowstone Lake,,William Marshall,,,,1879,,0,1879,,0,0,Marshall 1880,2,"Marshall, William",1880,,,,,
Skunk,observed animal,treed polecat,1,1,,0,,0,1879,summer,September,7,"Cook, Mary",maco,1879,First Hand,regional,,unknown,Non to Official,F,east shore of Henry's Lake,,Mary Cook,8,,,1879,September,6,1879,September,20,0,Cook 1879,2,"Cook, Mary",1879,,,,,
